,dob,photo_taken,full_path,gender,age,pixels
29870,725044,2010,['08/27462208_1985-02-06_2010.jpg'],0.0,25,"tensor([216., 225., 222.,  ..., 185., 174., 172.])"
29871,727669,2013,['48/27462548_1992-04-15_2013.jpg'],1.0,21,"tensor([116., 120., 121.,  ...,   4.,   4.,   4.])"
29872,717737,2009,['36/27463636_1965-02-04_2009.jpg'],1.0,44,"tensor([69., 55.,  8.,  ..., 39., 34., 30.])"
29876,712600,2005,['01/2747001_1951-01-12_2005.jpg'],0.0,54,"tensor([173., 154., 139.,  ..., 159., 126.,  85.])"
29879,724504,2009,['33/27471633_1983-08-16_2009.jpg'],0.0,26,"tensor([245., 253., 255.,  ...,  11.,   6.,   3.])"
29882,715069,2011,['22/27472722_1957-10-16_2011.jpg'],1.0,54,"tensor([  7.,   5.,  10.,  ..., 130., 115., 108.])"
29883,725633,2007,['05/2747305_1986-09-18_2007.jpg'],0.0,21,"tensor([247., 173.,  50.,  ...,  95.,  49.,  26.])"
29886,719942,2013,['35/27477035_1971-02-18_2013.jpg'],1.0,42,"tensor([92., 70., 57.,  ..., 20., 19., 24.])"
29890,715018,2015,['67/2747967_1957-08-26_2015.jpg'],1.0,58,"tensor([105.,  73.,  32.,  ...,   2.,   2.,   2.])"
29892,708330,2005,['07/2748007_1939-05-05_2005.jpg'],1.0,66,"tensor([39., 39., 39.,  ..., 41., 41., 41.])"
29895,725952,2012,['05/27484905_1987-08-03_2012.jpg'],1.0,25,"tensor([42., 49., 57.,  ..., 22., 21., 26.])"
29897,727082,2013,['26/27485726_1990-09-06_2013.jpg'],1.0,23,"tensor([145., 148., 153.,  ...,  71.,  92., 201.])"
29900,722353,2014,['84/27488984_1977-09-25_2014.jpg'],1.0,37,"tensor([  6.,   1.,   7.,  ..., 218., 159.,  99.])"
29902,726727,2015,['65/27489165_1989-09-16_2015.jpg'],1.0,26,"tensor([132., 127., 121.,  ...,  74.,  90., 106.])"
29904,720975,2012,['71/2748971_1973-12-17_2012.jpg'],1.0,39,"tensor([162., 126.,  90.,  ...,  44.,  35.,  30.])"
29907,725561,2010,['17/27490617_1986-07-08_2010.jpg'],0.0,24,"tensor([ 30.,  37.,  19.,  ..., 238.,  44.,  94.])"
29908,715141,2006,['17/2749117_1957-12-27_2006.jpg'],1.0,49,"tensor([233., 231., 232.,  ...,  22.,  24.,  19.])"
29909,726811,2013,['96/27492696_1989-12-09_2013.jpg'],1.0,24,"tensor([211., 226., 233.,  ..., 190.,  36.,  36.])"
29914,712119,2012,['83/27497483_1949-09-18_2012.jpg'],1.0,63,"tensor([40., 45., 39.,  ..., 55., 21., 20.])"
29916,714948,2008,['55/27499555_1957-06-17_2008.jpg'],1.0,51,"tensor([112.,  94.,  94.,  ...,   6.,   6.,   6.])"
29919,712636,2011,['71/3740271_1951-02-17_2011.jpg'],1.0,60,"tensor([243., 226., 200.,  ...,  76.,  16.,  24.])"
29920,710215,2007,['53/3740353_1944-07-02_2007.jpg'],1.0,63,"tensor([ 14.,   4.,   2.,  ..., 196., 175., 154.])"
29922,714015,1996,['22/3740422_1954-11-27_1996.jpg'],0.0,42,"tensor([31., 18.,  2.,  ..., 11.,  7., 24.])"
29924,726501,2012,['85/37405685_1989-02-02_2012.jpg'],1.0,23,"tensor([255., 254., 251.,  ..., 172.,   7.,   5.])"
29925,722388,2015,['46/37405846_1977-10-30_2015.jpg'],1.0,38,"tensor([207., 203., 200.,  ...,  68.,  69.,  73.])"
29927,726154,2013,['06/37409106_1988-02-21_2013.jpg'],0.0,25,"tensor([225., 225., 223.,  ...,  29.,  30.,  51.])"
29928,727351,2013,['07/37409107_1991-06-02_2013.jpg'],1.0,22,"tensor([237., 237., 235.,  ...,  37.,  49.,  87.])"
29930,725076,2012,['11/37409511_1985-03-10_2012.jpg'],1.0,27,"tensor([124.,  99.,  68.,  ..., 149., 148., 153.])"
29932,710512,2013,['40/3740_1945-04-25_2013.jpg'],1.0,68,"tensor([ 35.,  30.,  24.,  ..., 127., 113., 112.])"
29933,718928,2008,['27/3741027_1968-05-10_2008.jpg'],0.0,40,"tensor([55., 52., 59.,  ..., 70., 69., 74.])"
29934,724568,2011,['94/37412994_1983-10-19_2011.jpg'],1.0,28,"tensor([84., 78., 78.,  ..., 99., 80., 74.])"
29938,726413,2012,['46/3741746_1988-11-06_2012.jpg'],0.0,24,"tensor([121.,  96.,  30.,  ...,  51.,  63.,  75.])"
29939,717539,2013,['13/37418613_1964-07-21_2013.jpg'],1.0,49,"tensor([ 64.,  61.,  82.,  ..., 178., 200., 249.])"
29941,726543,2011,['72/37419572_1989-03-16_2011.jpg'],1.0,22,"tensor([ 34.,  37.,  46.,  ...,  91., 164., 233.])"
29942,703858,1994,['70/3742070_1927-02-05_1994.jpg'],1.0,67,"tensor([  4.,   2.,   3.,  ..., 166., 204., 213.])"
29943,713482,2012,['76/37421276_1953-06-12_2012.jpg'],1.0,59,"tensor([134., 131., 112.,  ...,  28.,  25.,  36.])"
29945,727802,2013,['65/37424465_1992-08-26_2013.jpg'],1.0,21,"tensor([223., 226., 231.,  ..., 241.,   0.,  23.])"
29947,727845,2011,['07/37428907_1992-10-08_2011.jpg'],1.0,19,"tensor([ 14.,  44.,  70.,  ..., 202., 170.,   9.])"
29950,723824,2006,['37/3743437_1981-10-05_2006.jpg'],1.0,25,"tensor([ 93.,  68.,  27.,  ..., 113., 103., 101.])"
29952,699853,2010,['97/3743597_1916-02-18_2010.jpg'],0.0,94,"tensor([ 96.,  29.,  13.,  ..., 217., 177., 175.])"
29956,721167,2013,['41/37441041_1974-06-27_2013.jpg'],1.0,39,"tensor([116., 111.,  81.,  ...,  22.,  37.,  56.])"
29958,717933,2015,['35/37441435_1965-08-19_2015.jpg'],0.0,50,"tensor([118.,  70.,  82.,  ..., 255., 255., 255.])"
29962,708060,1960,['51/374451_1938-08-08_1960.jpg'],0.0,22,"tensor([255., 255., 255.,  ..., 204., 204., 204.])"
29964,714901,2009,['76/3744576_1957-05-01_2009.jpg'],1.0,52,"tensor([ 18.,  17.,  12.,  ..., 238., 238., 238.])"
29965,724330,2012,['03/3744603_1983-02-23_2012.jpg'],1.0,29,"tensor([211.,  45.,  69.,  ...,  14.,  18.,  21.])"
29966,717669,2012,['15/37447215_1964-11-28_2012.jpg'],1.0,48,"tensor([ 52., 109., 198.,  ...,  42.,  42.,  52.])"
29970,714185,2013,['80/374580_1955-05-16_2013.jpg'],1.0,58,"tensor([ 7.,  1.,  1.,  ..., 24., 22., 23.])"
29973,706732,1957,['01/374601_1934-12-19_1957.jpg'],1.0,23,"tensor([188., 188., 188.,  ..., 215., 215., 215.])"
29980,716140,1979,['55/37464955_1960-09-21_1979.jpg'],0.0,19,"tensor([225., 225., 225.,  ..., 210., 210., 210.])"
29981,711992,1968,['82/37465382_1949-05-14_1968.jpg'],1.0,19,"tensor([251., 251., 251.,  ..., 201., 201., 201.])"
29982,716682,1978,['86/37465686_1962-03-17_1978.jpg'],0.0,16,"tensor([194., 194., 194.,  ..., 140., 140., 140.])"
29985,709134,1962,['92/37466692_1941-07-17_1962.jpg'],1.0,21,"tensor([127., 127., 127.,  ..., 213., 213., 213.])"
29986,725529,2008,['23/37467623_1986-06-06_2008.jpg'],0.0,22,"tensor([140., 132.,  95.,  ..., 255.,   7.,  25.])"
29988,707684,1985,['61/37469661_1937-07-28_1985.jpg'],1.0,48,"tensor([1., 1., 1.,  ..., 0., 0., 0.])"
29990,707704,1960,['57/37471457_1937-08-17_1960.jpg'],1.0,23,"tensor([184., 184., 184.,  ..., 218., 218., 218.])"
29991,713188,1970,['22/37472622_1952-08-22_1970.jpg'],0.0,18,"tensor([145., 145., 145.,  ...,  73.,  73.,  73.])"
29993,712325,1968,['05/37473205_1950-04-12_1968.jpg'],0.0,18,"tensor([145., 145., 145.,  ..., 146., 146., 146.])"
29994,712184,1971,['21/37473221_1949-11-22_1971.jpg'],0.0,22,"tensor([ 82.,  82.,  82.,  ..., 120., 120., 120.])"
29995,710459,1969,['03/37473403_1945-03-03_1969.jpg'],1.0,24,"tensor([221., 221., 221.,  ...,  58.,  58.,  58.])"
29996,710980,1968,['05/37473505_1946-08-06_1968.jpg'],0.0,22,"tensor([217., 217., 217.,  ..., 220., 220., 220.])"
29998,711303,1966,['02/37473702_1947-06-25_1966.jpg'],0.0,19,"tensor([ 96.,  96.,  96.,  ..., 130., 130., 130.])"
30004,722889,2013,['89/37475389_1979-03-15_2013.jpg'],1.0,34,"tensor([228., 231., 224.,  ..., 125., 123., 126.])"
30010,721009,2011,['45/37480845_1974-01-20_2011.jpg'],1.0,37,"tensor([11., 12., 14.,  ...,  9.,  9., 11.])"
30011,712538,2012,['93/3748093_1950-11-11_2012.jpg'],1.0,62,"tensor([142., 137., 134.,  ..., 165., 154., 126.])"
30015,710268,1985,['89/3748289_1944-08-24_1985.jpg'],1.0,41,"tensor([156., 192., 180.,  ..., 197., 213., 184.])"
30018,728517,2012,['84/37483684_1994-08-11_2012.jpg'],1.0,18,"tensor([244., 248., 249.,  ..., 218., 226., 237.])"
30023,712605,1975,['72/37489372_1951-01-17_1975.jpg'],0.0,24,"tensor([66., 66., 66.,  ..., 59., 59., 59.])"
30026,714052,1974,['43/37490343_1955-01-03_1974.jpg'],0.0,19,"tensor([79., 79., 79.,  ..., 63., 63., 63.])"
30028,705033,2008,['04/374904_1930-04-25_2008.jpg'],1.0,78,"tensor([228., 229., 224.,  ..., 168., 169., 161.])"
30032,717249,2012,['72/37491572_1963-10-05_2012.jpg'],1.0,49,"tensor([137., 145., 130.,  ..., 126., 140., 166.])"
30036,723944,2012,['61/3749361_1982-02-02_2012.jpg'],0.0,30,"tensor([ 62.,  57.,  54.,  ..., 182., 184., 196.])"
30039,723579,2012,['12/37495612_1981-02-02_2012.jpg'],1.0,31,"tensor([ 67.,  97.,  89.,  ..., 139.,  92.,  86.])"
30045,727947,2013,['00/37498600_1993-01-18_2013.jpg'],1.0,20,"tensor([ 27.,  16.,  14.,  ..., 224.,  20.,  29.])"
30046,704950,1980,['66/3749866_1930-02-01_1980.jpg'],0.0,50,"tensor([215., 215., 215.,  ...,  60.,  60.,  60.])"
30049,724111,2012,['50/37499450_1982-07-19_2012.jpg'],1.0,30,"tensor([53., 51., 52.,  ..., 35., 31., 32.])"
30050,716868,2008,['66/37499566_1962-09-19_2008.jpg'],1.0,46,"tensor([255., 198., 181.,  ...,  27.,  24.,  19.])"
30051,719515,2010,['60/3749960_1969-12-18_2010.jpg'],1.0,41,"tensor([ 42.,  46.,  49.,  ..., 162., 204., 244.])"
30053,718811,1999,['92/4740092_1968-01-14_1999.jpg'],0.0,31,"tensor([183., 127., 114.,  ..., 197., 144., 126.])"
30054,723919,2013,['17/4740117_1982-01-08_2013.jpg'],1.0,31,"tensor([ 52.,  65., 107.,  ..., 213., 220., 238.])"
30055,715653,2009,['85/4740285_1959-05-23_2009.jpg'],1.0,50,"tensor([179., 167., 141.,  ..., 233., 234., 255.])"
30057,724004,2009,['27/4740327_1982-04-03_2009.jpg'],1.0,27,"tensor([208., 209., 214.,  ...,   5.,  25.,  23.])"
30059,704675,2009,['56/474056_1929-05-02_2009.jpg'],1.0,80,"tensor([176., 183., 176.,  ..., 137., 155., 141.])"
30060,716950,2014,['70/474070_1962-12-10_2014.jpg'],1.0,52,"tensor([  1.,  37., 160.,  ..., 173., 155., 135.])"
30061,720241,2009,['79/474079_1971-12-14_2009.jpg'],0.0,38,"tensor([21.,  0.,  2.,  ...,  0.,  0.,  0.])"
30062,724546,2010,['31/4741131_1983-09-27_2010.jpg'],1.0,27,"tensor([197., 236., 233.,  ..., 107., 132., 139.])"
30065,725331,2012,['36/4741836_1985-11-20_2012.jpg'],1.0,27,"tensor([105., 101., 102.,  ...,  85.,  82.,  77.])"
30069,713688,2012,['74/4745474_1954-01-04_2012.jpg'],1.0,58,"tensor([167., 133., 124.,  ..., 167., 171., 172.])"
30070,710441,2013,['62/474562_1945-02-13_2013.jpg'],1.0,68,"tensor([137.,  28.,  31.,  ...,  86.,  79.,  60.])"
30071,723146,2009,['32/4745932_1979-11-27_2009.jpg'],1.0,30,"tensor([ 71., 103.,  40.,  ...,   9.,  11.,  10.])"
30079,722487,2012,['35/4748535_1978-02-06_2012.jpg'],1.0,34,"tensor([25., 27., 22.,  ..., 91., 96., 89.])"
30084,720627,2014,['67/4749267_1973-01-03_2014.jpg'],1.0,41,"tensor([146., 171., 165.,  ...,  46.,  56.,  66.])"
30086,718497,2014,['51/4749651_1967-03-06_2014.jpg'],1.0,47,"tensor([  6.,   8.,   7.,  ..., 151., 152., 146.])"
30088,729968,2010,['82/5740882_1998-08-01_2010.jpg'],1.0,12,"tensor([216., 198., 178.,  ..., 189., 127.,  78.])"
30089,722696,2013,['48/5741748_1978-09-03_2013.jpg'],1.0,35,"tensor([ 79.,  86.,  94.,  ...,  23.,  68., 153.])"
30092,705760,1959,['91/574391_1932-04-21_1959.jpg'],0.0,27,"tensor([ 52.,  52.,  52.,  ..., 207., 207., 207.])"
30093,702663,2004,['79/574479_1923-10-29_2004.jpg'],1.0,81,"tensor([ 90.,  45.,  26.,  ..., 194., 177., 159.])"
30095,725914,2012,['79/5745279_1987-06-26_2012.jpg'],1.0,25,"tensor([155., 141., 167.,  ...,  62., 102., 163.])"
30100,698127,1949,['70/5747070_1911-05-29_1949.jpg'],0.0,38,"tensor([255., 255., 255.,  ..., 140., 140., 140.])"
30107,722728,2010,['55/674055_1978-10-05_2010.jpg'],1.0,32,"tensor([186., 182., 170.,  ...,  14.,  16.,  15.])"
30108,724551,2010,['57/6741057_1983-10-02_2010.jpg'],1.0,27,"tensor([240., 242., 239.,  ..., 219., 225., 225.])"
30109,718222,2008,['51/674251_1966-06-04_2008.jpg'],0.0,42,"tensor([60., 61., 56.,  ..., 39., 35., 34.])"
30111,727419,2013,['83/6743683_1991-08-09_2013.jpg'],0.0,22,"tensor([115.,  61., 110.,  ..., 152., 113., 170.])"
30114,717849,2009,['04/674604_1965-05-27_2009.jpg'],1.0,44,"tensor([ 15.,  16.,  11.,  ..., 151., 174., 226.])"
30116,725382,2012,['71/6746271_1986-01-10_2012.jpg'],0.0,26,"tensor([ 86.,  76.,  75.,  ..., 213., 161., 111.])"
30117,717174,2009,['27/674627_1963-07-22_2009.jpg'],1.0,46,"tensor([254., 254., 254.,  ...,  30.,  28.,  39.])"
30118,717807,2010,['76/6746576_1965-04-15_2010.jpg'],0.0,45,"tensor([197., 180., 162.,  ...,  17.,   7.,   5.])"
30123,726365,2014,['75/6747075_1988-09-19_2014.jpg'],0.0,26,"tensor([255., 255., 255.,  ..., 255., 255., 255.])"
30126,711078,2010,['02/6748002_1946-11-12_2010.jpg'],1.0,64,"tensor([40., 16., 76.,  ..., 66., 67., 59.])"
30127,700642,2006,['87/6748187_1918-04-17_2006.jpg'],1.0,88,"tensor([178., 181., 186.,  ...,   9.,  12.,  17.])"
30129,724932,2008,['58/6748758_1984-10-17_2008.jpg'],1.0,24,"tensor([200., 211., 217.,  ...,  39.,  22.,  38.])"
30131,725441,2014,['16/6748916_1986-03-10_2014.jpg'],1.0,28,"tensor([237., 159., 172.,  ..., 227., 202., 136.])"
30132,713364,2009,['35/6749235_1953-02-14_2009.jpg'],1.0,56,"tensor([ 57.,  48.,  43.,  ..., 203., 188., 133.])"
30134,723851,2010,['30/6749930_1981-11-01_2010.jpg'],1.0,29,"tensor([ 26.,  18.,   7.,  ...,  31.,  85., 111.])"
30135,687595,1941,['01/774001_1882-07-27_1941.jpg'],1.0,59,"tensor([ 32.,  32.,  32.,  ..., 190., 190., 190.])"
30139,723192,2009,['38/7742538_1980-01-12_2009.jpg'],1.0,29,"tensor([132., 166.,  72.,  ...,  23., 133.,  94.])"
30142,721324,2012,['70/774370_1974-12-01_2012.jpg'],1.0,38,"tensor([ 67.,  59.,  40.,  ..., 125.,  89.,  75.])"
30144,720742,2011,['71/774571_1973-04-28_2011.jpg'],1.0,38,"tensor([150., 155., 149.,  ...,  31.,  36.,  30.])"
30145,706243,1956,['99/774599_1933-08-17_1956.jpg'],1.0,23,"tensor([229., 229., 229.,  ..., 114., 114., 114.])"
30146,685731,1945,['09/774609_1877-06-19_1945.jpg'],1.0,68,"tensor([71., 71., 71.,  ..., 33., 33., 31.])"
30149,726474,2012,['75/7748375_1989-01-06_2012.jpg'],1.0,23,"tensor([ 86., 118.,  51.,  ..., 153.,  44.,  67.])"
30151,699900,1948,['91/77491_1916-04-05_1948.jpg'],1.0,32,"tensor([102., 102., 102.,  ...,   1.,   1.,   1.])"
30157,720469,2013,['18/87418_1972-07-29_2013.jpg'],1.0,41,"tensor([ 25.,  22.,  15.,  ..., 150.,  80.,  68.])"
30158,719831,2012,['18/874218_1970-10-30_2012.jpg'],0.0,42,"tensor([31., 11.,  2.,  ..., 33., 38., 41.])"
30159,710886,2000,['46/874246_1946-05-04_2000.jpg'],1.0,54,"tensor([195., 172.,  94.,  ...,  16.,  27.,  31.])"
30161,715946,2006,['73/8743173_1960-03-11_2006.jpg'],1.0,46,"tensor([154., 156., 155.,  ...,  52.,  54.,  67.])"
30165,716140,2012,['82/874582_1960-09-21_2012.jpg'],1.0,52,"tensor([ 99.,  69.,  61.,  ..., 255., 233., 244.])"
30167,708908,1977,['61/874661_1940-12-03_1977.jpg'],1.0,37,"tensor([238., 238., 236.,  ...,   0.,   0.,   0.])"
30169,717666,2015,['71/8746871_1964-11-25_2015.jpg'],1.0,51,"tensor([ 38.,  38.,  38.,  ..., 182., 129.,  87.])"
30170,704499,2007,['29/874729_1928-11-07_2007.jpg'],1.0,79,"tensor([30.,  9.,  4.,  ..., 39., 38., 34.])"
30172,718930,2006,['74/87474_1968-05-12_2006.jpg'],1.0,38,"tensor([32., 44., 58.,  ..., 25., 29., 41.])"
30174,717852,2009,['59/8747859_1965-05-30_2009.jpg'],1.0,44,"tensor([146., 147., 131.,  ...,  12.,  17.,  13.])"
30179,709771,1966,['51/874951_1943-04-15_1966.jpg'],1.0,23,"tensor([11., 18., 26.,  ..., 54., 55., 59.])"
30185,726318,2011,['36/9740836_1988-08-03_2011.jpg'],1.0,23,"tensor([230., 231., 233.,  ..., 254., 247., 254.])"
30186,709950,1987,['16/974116_1943-10-11_1987.jpg'],1.0,44,"tensor([ 76., 174., 211.,  ..., 244., 224., 200.])"
30187,726434,2012,['61/9741361_1988-11-27_2012.jpg'],0.0,24,"tensor([ 44.,  42.,  64.,  ..., 246., 210., 186.])"
30190,725123,2011,['37/9745437_1985-04-26_2011.jpg'],0.0,26,"tensor([ 38.,  29.,  22.,  ..., 254., 179., 111.])"
30191,708593,2007,['94/9746194_1940-01-23_2007.jpg'],1.0,67,"tensor([ 79.,  47.,  26.,  ...,  82.,  87., 109.])"
30193,726399,2012,['75/9746775_1988-10-23_2012.jpg'],0.0,24,"tensor([209., 208., 203.,  ..., 158., 136.,  95.])"
30196,721474,2014,['87/974687_1975-04-30_2014.jpg'],1.0,39,"tensor([180., 184., 193.,  ..., 130., 151., 180.])"
30200,719579,2007,['89/1840089_1970-02-20_2007.jpg'],0.0,37,"tensor([158., 205., 223.,  ...,  93.,  45.,  67.])"
30206,705015,1953,['85/1840285_1930-04-07_1953.jpg'],0.0,23,"tensor([242.,  65.,  11.,  ...,  97., 167., 201.])"
30208,724480,2013,['32/18403932_1983-07-23_2013.jpg'],0.0,30,"tensor([ 70.,  58.,  70.,  ..., 144., 115., 111.])"
30209,723583,2013,['15/18405015_1981-02-06_2013.jpg'],0.0,32,"tensor([100.,  74.,  23.,  ...,  39.,  24.,  19.])"
30210,706620,1955,['06/1840506_1934-08-29_1955.jpg'],1.0,21,"tensor([122., 122., 122.,  ..., 138., 138., 138.])"
30212,710864,1993,['30/18406330_1946-04-12_1993.jpg'],1.0,47,"tensor([186., 186., 186.,  ..., 255., 255., 255.])"
30213,700461,1958,['00/18407100_1917-10-18_1958.jpg'],1.0,41,"tensor([239., 239.,  19.,  ..., 235., 231.,   0.])"
30218,697220,1957,['59/1841359_1908-12-03_1957.jpg'],1.0,49,"tensor([121., 121., 121.,  ...,  60.,  60.,  60.])"
30219,703859,1953,['62/1841362_1927-02-06_1953.jpg'],1.0,26,"tensor([ 93., 102.,  85.,  ..., 128., 129., 124.])"
30220,716401,2008,['85/18413685_1961-06-09_2008.jpg'],0.0,47,"tensor([105., 103., 114.,  ..., 245., 197., 183.])"
30222,702556,1957,['66/1841466_1923-07-14_1957.jpg'],1.0,34,"tensor([250., 250., 250.,  ..., 195., 195., 195.])"
30223,708310,2011,['89/1841489_1939-04-15_2011.jpg'],0.0,72,"tensor([ 13.,  14.,  19.,  ..., 188., 179., 172.])"
30227,724983,2014,['27/1841727_1984-12-07_2014.jpg'],1.0,30,"tensor([179., 178., 174.,  ...,   3.,  71., 132.])"
30228,720542,2007,['17/18417617_1972-10-10_2007.jpg'],0.0,35,"tensor([5., 0., 0.,  ..., 0., 0., 0.])"
30231,692963,1960,['87/184187_1897-04-07_1960.jpg'],1.0,63,"tensor([193., 193., 193.,  ..., 232., 232., 232.])"
30232,716761,2007,['80/1842080_1962-06-04_2007.jpg'],1.0,45,"tensor([ 35.,  36.,  22.,  ..., 123.,  40.,  26.])"
30238,713277,2008,['12/18422812_1952-11-19_2008.jpg'],1.0,56,"tensor([73., 72., 70.,  ..., 60., 45., 42.])"
30242,704262,2009,['67/18425667_1928-03-15_2009.jpg'],1.0,81,"tensor([112., 109., 102.,  ..., 172., 168., 191.])"
30245,726762,2014,['95/18428095_1989-10-21_2014.jpg'],0.0,25,"tensor([165., 160., 156.,  ...,  83.,  78.,  75.])"
30247,706982,1964,['09/18429809_1935-08-26_1964.jpg'],1.0,29,"tensor([ 52.,  52.,  52.,  ..., 236., 236., 236.])"
30248,705266,1952,['16/18430016_1930-12-14_1952.jpg'],1.0,22,"tensor([200., 200., 200.,  ..., 203., 203., 203.])"
30249,727481,2009,['95/18430895_1991-10-10_2009.jpg'],0.0,18,"tensor([ 24.,  23.,  28.,  ..., 248., 215., 208.])"
30250,699473,1964,['30/18431930_1915-02-03_1964.jpg'],1.0,49,"tensor([28., 28., 28.,  ..., 93., 93., 93.])"
30254,702776,1971,['33/18433_1924-02-19_1971.jpg'],1.0,47,"tensor([46., 45., 41.,  ..., 12., 10., 11.])"
30256,731419,2010,['16/1843716_2002-07-22_2010.jpg'],1.0,8,"tensor([81., 17., 33.,  ..., 35., 39., 42.])"
30257,724148,2008,['64/18438164_1982-08-25_2008.jpg'],0.0,26,"tensor([221., 221., 221.,  ..., 199.,  93.,  54.])"
30259,711985,2010,['50/18438550_1949-05-07_2010.jpg'],1.0,61,"tensor([165.,  41.,  65.,  ..., 151., 154., 169.])"
30262,715098,2004,['86/18439286_1957-11-14_2004.jpg'],1.0,47,"tensor([220., 179.,  65.,  ..., 168., 173., 192.])"
30273,710024,2013,['75/18444075_1943-12-24_2013.jpg'],1.0,70,"tensor([252., 252., 226.,  ...,  52., 102., 163.])"
30275,711786,1973,['25/18445625_1948-10-20_1973.jpg'],,25,"tensor([ 74.,  46.,  22.,  ..., 219.,  84.,  90.])"
30281,724527,2010,['33/18448533_1983-09-08_2010.jpg'],1.0,27,"tensor([112., 167., 125.,  ..., 103., 163., 103.])"
30282,702622,1991,['96/1844896_1923-09-18_1991.jpg'],0.0,68,"tensor([133., 126., 100.,  ..., 177.,  91., 120.])"
30284,719681,2007,['31/18450331_1970-06-02_2007.jpg'],,37,"tensor([26., 28., 15.,  ...,  1.,  1.,  0.])"
30286,723108,2009,['68/1845368_1979-10-20_2009.jpg'],1.0,30,"tensor([ 0.,  0.,  0.,  ..., 50., 50., 52.])"
30287,712683,1977,['92/18458292_1951-04-05_1977.jpg'],,26,"tensor([214., 214., 214.,  ..., 234., 234., 234.])"
30289,710808,2014,['54/1845954_1946-02-15_2014.jpg'],1.0,68,"tensor([204., 209., 205.,  ..., 197., 194., 175.])"
30291,700005,1953,['63/1846163_1916-07-19_1953.jpg'],1.0,37,"tensor([ 38.,  29.,  24.,  ..., 105., 104.,  83.])"
30292,716838,2008,['18/184618_1962-08-20_2008.jpg'],0.0,46,"tensor([ 74.,  71.,  66.,  ..., 161., 154., 144.])"
30293,710992,2010,['85/18461985_1946-08-18_2010.jpg'],0.0,64,"tensor([255., 253., 236.,  ...,  97.,  73.,  47.])"
30294,722339,2013,['57/18462357_1977-09-11_2013.jpg'],0.0,36,"tensor([230., 230., 232.,  ..., 179., 167., 153.])"
30297,710550,2012,['27/184627_1945-06-02_2012.jpg'],1.0,67,"tensor([224., 138., 105.,  ...,  26.,  23.,  32.])"
30303,713656,2011,['23/18467323_1953-12-03_2011.jpg'],1.0,58,"tensor([41., 57., 31.,  ..., 42., 46., 57.])"
30305,715112,2012,['97/1846797_1957-11-28_2012.jpg'],1.0,55,"tensor([81., 81., 69.,  ..., 41., 40., 45.])"
30313,696110,1959,['43/1847943_1905-11-19_1959.jpg'],0.0,54,"tensor([ 0.,  0.,  0.,  ..., 40., 40., 40.])"
30315,726305,2013,['44/18480744_1988-07-21_2013.jpg'],1.0,25,"tensor([11., 11., 11.,  ..., 80., 86., 84.])"
30318,725577,2013,['97/18484597_1986-07-24_2013.jpg'],0.0,27,"tensor([150., 145., 142.,  ...,  96., 102., 102.])"
30321,725272,2014,['10/1848610_1985-09-22_2014.jpg'],0.0,29,"tensor([152., 168., 106.,  ...,  41.,  39.,  42.])"
30326,719277,2014,['02/18490702_1969-04-24_2014.jpg'],1.0,45,"tensor([152., 169., 185.,  ...,  31.,  31.,  31.])"
30327,725354,2008,['87/18491287_1985-12-13_2008.jpg'],1.0,23,"tensor([ 29.,  47., 205.,  ...,  35.,  34.,  39.])"
30328,700431,1952,['18/184918_1917-09-18_1952.jpg'],0.0,35,"tensor([242., 242., 242.,  ..., 204., 204., 204.])"
30329,725080,2008,['97/18492197_1985-03-14_2008.jpg'],1.0,23,"tensor([  2.,   1.,   6.,  ..., 209., 191., 177.])"
30333,722361,2014,['76/18495476_1977-10-03_2014.jpg'],0.0,37,"tensor([246., 245., 240.,  ...,  46.,  47.,  52.])"
30339,723058,2014,['58/1849758_1979-08-31_2014.jpg'],0.0,35,"tensor([124.,  65.,   5.,  ..., 218., 158., 124.])"
30340,704381,1960,['04/1849904_1928-07-12_1960.jpg'],1.0,32,"tensor([222., 222., 222.,  ..., 224., 224., 224.])"
30347,715872,2007,['11/2840811_1959-12-28_2007.jpg'],0.0,48,"tensor([112., 145., 126.,  ..., 206., 227., 228.])"
30348,724785,2010,['23/2840823_1984-05-23_2010.jpg'],1.0,26,"tensor([  3.,   3.,   5.,  ..., 135., 138., 147.])"
30355,707078,1967,['61/28412261_1935-11-30_1967.jpg'],1.0,32,"tensor([45., 45., 45.,  ..., 95., 95., 95.])"
30357,727064,2010,['82/28414082_1990-08-19_2010.jpg'],,20,"tensor([181., 203., 216.,  ..., 172., 125., 105.])"
30361,711219,1995,['05/28415805_1947-04-02_1995.jpg'],1.0,48,"tensor([231., 236., 239.,  ...,  15.,   0.,   0.])"
30362,715011,2011,['97/2841597_1957-08-19_2011.jpg'],1.0,54,"tensor([134., 150., 147.,  ...,  18.,  27.,  42.])"
30367,717841,2011,['63/2842263_1965-05-19_2011.jpg'],1.0,46,"tensor([52., 40., 42.,  ..., 83., 62., 57.])"
30368,689330,1946,['00/28423700_1887-04-27_1946.jpg'],1.0,59,"tensor([172., 172., 172.,  ..., 122., 122., 122.])"
30372,712271,2008,['31/2842531_1950-02-17_2008.jpg'],1.0,58,"tensor([224., 215., 210.,  ...,   3.,   0.,   7.])"
30373,698845,1949,['82/284282_1913-05-16_1949.jpg'],1.0,36,"tensor([173., 173., 173.,  ...,  57.,  57.,  57.])"
